,kidneySRR8374780,kidneySRR8374781,liverSRR8374774,liverSRR8374775,lungSRR8374778,lungSRR8374779,sIntestineSRR8374776,sIntestineSRR8374777
ENSMUSG00000002728,918,1081,116,182,611,866,546,488
ENSMUSG00000002731,261,406,155,209,285,372,387,350
ENSMUSG00000002732,35,75,31,38,358,480,27,38
ENSMUSG00000002733,547,702,131,190,609,836,319,224
ENSMUSG00000002741,1021,1641,374,528,969,1294,1487,1280
ENSMUSG00000002748,307,1283,219,390,1220,1508,642,470
ENSMUSG00000002763,0,0,0,0,0,0,0,0
ENSMUSG00000002767,0,0,0,0,0,0,0,0
ENSMUSG00000002768,0,0,0,0,0,0,0,0
ENSMUSG00000002769,0,0,0,0,0,0,0,0
ENSMUSG00000002771,5,13,3,4,20,32,35,26
ENSMUSG00000002778,936,1191,397,364,723,979,1069,1143
ENSMUSG00000002781,307,603,101,151,84,120,170,212
ENSMUSG00000002791,6,40,4,6,3,2,0,3
ENSMUSG00000002797,689,821,44,63,78,100,92,70
ENSMUSG00000002799,34,118,2,1,741,897,40,49
ENSMUSG00000002803,0,0,0,0,0,0,0,0
ENSMUSG00000002804,296,380,83,101,295,332,262,208
ENSMUSG00000002808,304,383,7,8,249,324,28,20
ENSMUSG00000002812,547,1038,290,350,1572,2208,1132,845
ENSMUSG00000002814,25,110,34,37,119,188,91,78
ENSMUSG00000002820,440,686,141,145,240,328,623,495
ENSMUSG00000002825,55,119,26,33,98,181,81,83
ENSMUSG00000002831,10,32,55,34,226,182,56,65
ENSMUSG00000002833,200,426,151,241,666,928,215,260
ENSMUSG00000002835,16,25,5,5,46,69,72,70
ENSMUSG00000002844,190,272,43,74,421,592,205,206
ENSMUSG00000002845,150,319,67,163,411,528,218,208
ENSMUSG00000002846,145,173,79,121,96,158,116,120
ENSMUSG00000002847,319,504,458,523,21,43,16,10
ENSMUSG00000002870,133,184,27,24,194,285,257,252
ENSMUSG00000002871,407,878,180,223,799,1116,542,466
ENSMUSG00000002881,757,1237,745,748,1230,1513,452,290
ENSMUSG00000002885,88,190,49,69,1608,2209,82,38
ENSMUSG00000002897,255,550,111,105,517,829,218,181
ENSMUSG00000002900,762,1988,48,47,892,1213,239,265
ENSMUSG00000002908,66,85,28,33,15,16,7,4
ENSMUSG00000002910,129,595,270,135,352,433,143,121
ENSMUSG00000002930,0,0,0,0,0,0,0,0
ENSMUSG00000002944,5599,7950,414,333,14630,20005,1252,1345
ENSMUSG00000002948,0,0,1,2,0,0,0,0
ENSMUSG00000002949,801,1182,307,466,629,786,712,875
ENSMUSG00000002957,1681,2511,488,592,986,1459,1578,1309
ENSMUSG00000002963,279,335,149,251,358,566,250,237
ENSMUSG00000002968,777,1238,237,301,734,955,772,706
ENSMUSG00000002980,1294,1900,37,41,5872,7814,100,154
ENSMUSG00000002981,2532,3716,702,854,1321,1972,1660,1480
ENSMUSG00000002983,44,71,17,13,341,646,745,499
ENSMUSG00000002984,786,902,210,284,399,623,555,649
ENSMUSG00000002985,2442,2686,146640,160343,9186,11193,2572,3350
ENSMUSG00000002992,0,0,0,0,0,0,0,0
ENSMUSG00000002996,126,318,88,145,123,106,101,40
ENSMUSG00000002997,45,63,14,4,428,556,43,55
ENSMUSG00000003031,145,390,39,74,380,637,272,212
ENSMUSG00000003032,115,192,31,91,2459,3471,3242,1799
ENSMUSG00000003033,647,1052,247,287,815,1181,378,396
ENSMUSG00000003037,1160,1418,392,469,722,1029,1680,1705
ENSMUSG00000003038,559,595,69,61,786,1049,382,455
ENSMUSG00000003039,1338,1687,388,464,1206,1732,884,772
ENSMUSG00000003051,0,0,0,0,0,0,0,0
ENSMUSG00000003053,36,16,16238,16476,37,19,985,427
ENSMUSG00000003062,620,715,88,102,1013,1320,506,376
ENSMUSG00000003068,626,1308,471,602,1389,2011,721,690
ENSMUSG00000003070,4,0,1,1,39,41,4,7
ENSMUSG00000003072,7223,7920,1879,2078,1485,2043,3645,4388
ENSMUSG00000003099,1045,1673,353,421,1037,1345,1130,1054
ENSMUSG00000003119,139,498,111,190,373,570,311,217
ENSMUSG00000003123,0,0,0,0,0,0,0,0
ENSMUSG00000003131,665,1076,178,257,1023,1347,435,347
ENSMUSG00000003134,27,82,212,185,794,770,160,174
ENSMUSG00000003135,375,608,100,133,303,418,191,177
ENSMUSG00000003153,6,5,2,0,85,192,34,32
ENSMUSG00000003154,158,363,61,83,504,709,184,155
ENSMUSG00000003161,1677,2222,222,349,1821,2349,2208,2192
ENSMUSG00000003166,1,1,1,1,1,2,0,0
ENSMUSG00000003184,501,851,373,424,984,1338,543,583
ENSMUSG00000003190,8,17,4,6,20,46,13,14
ENSMUSG00000003198,126,216,83,125,285,298,97,75
ENSMUSG00000003199,641,814,580,728,598,809,1161,1094
ENSMUSG00000003200,287,439,179,210,748,1053,592,556
ENSMUSG00000003206,4,6,4,2,15,13,12,5
ENSMUSG00000003208,95,129,25,36,158,246,74,74
ENSMUSG00000003226,433,1820,308,650,1279,1359,588,465
ENSMUSG00000003227,18,31,0,0,17,16,2,8
ENSMUSG00000003228,7,28,3,7,61,77,13,14
ENSMUSG00000003233,288,773,114,197,521,811,428,377
ENSMUSG00000003234,413,625,256,401,491,699,357,324
ENSMUSG00000003235,697,866,281,343,525,750,401,404
ENSMUSG00000003269,398,580,131,119,598,782,420,385
ENSMUSG00000003271,23,30,3,1,34,39,1387,1163
ENSMUSG00000003273,16,39,14,4,44,25,7,1
ENSMUSG00000003279,9,72,46,84,16,12,59,24
ENSMUSG00000003282,1,11,0,3,6,8,11,6
ENSMUSG00000003283,28,49,44,45,547,871,254,297
ENSMUSG00000003299,1455,1778,200,260,617,833,479,575
ENSMUSG00000003308,274,335,162,198,271,330,197,136
ENSMUSG00000003309,223,334,3,3,257,358,918,802
ENSMUSG00000003316,1443,3579,265,466,1301,1556,770,384
ENSMUSG00000003341,0,0,0,0,0,1,0,0
ENSMUSG00000003344,628,946,151,172,505,734,411,369
ENSMUSG00000003345,956,1235,385,478,1428,2020,1017,923
ENSMUSG00000003346,1348,1505,439,481,846,1185,1228,1255
ENSMUSG00000003348,7,25,5,13,110,116,36,24
ENSMUSG00000003352,71,138,13,2,279,324,106,86
ENSMUSG00000003354,0,9,0,1,84,100,1,2
ENSMUSG00000003355,49,47,71,121,74,83,46,59
ENSMUSG00000003360,22,105,24,36,148,181,62,40
ENSMUSG00000003363,674,992,188,160,1058,1349,222,200
ENSMUSG00000003378,72,274,59,58,195,295,44,56
ENSMUSG00000003379,6,13,4,9,1035,1913,132,114
ENSMUSG00000003380,2131,1936,569,693,2981,4337,416,580
ENSMUSG00000003382,108,277,93,130,616,792,666,472
ENSMUSG00000003402,1178,1675,543,696,745,1116,1263,1261
ENSMUSG00000003410,14,31,0,0,0,2,4,6
ENSMUSG00000003411,56,87,3,1,11,12,25,12
ENSMUSG00000003418,362,684,2,2,181,147,27,40
ENSMUSG00000003420,984,1398,409,481,384,479,359,300
ENSMUSG00000003421,388,524,141,191,605,892,317,315
ENSMUSG00000003423,502,609,183,253,326,486,235,320
ENSMUSG00000003429,3,4,0,0,13,22,1,5
ENSMUSG00000003435,158,654,88,161,276,362,167,109
ENSMUSG00000003436,0,0,0,0,1,0,2,2
ENSMUSG00000003437,378,702,163,188,979,1251,430,434
ENSMUSG00000003438,1181,1281,252,300,386,517,433,488
ENSMUSG00000003444,19,16,2,4,8,6,3,1
ENSMUSG00000003452,91,229,2,1,66,80,26,30
ENSMUSG00000003458,624,1115,336,401,1241,1659,1209,989
ENSMUSG00000003464,1380,1954,719,906,685,1037,935,946
ENSMUSG00000003469,45,69,0,0,12,15,1,1
ENSMUSG00000003476,0,0,1,1,6,6,2,1
ENSMUSG00000003477,14668,14960,8230,7927,26939,38136,18,24
ENSMUSG00000003484,3,6,1,0,111,200,42,35
ENSMUSG00000003500,50,103,35,34,1628,2607,73,81
ENSMUSG00000003505,0,0,0,0,0,0,3,0
ENSMUSG00000003518,252,465,154,158,1025,1288,59,35
ENSMUSG00000003526,3033,6800,1549,1466,319,489,594,269
ENSMUSG00000003527,126,210,36,53,266,344,133,140
ENSMUSG00000003528,1920,2159,1505,1635,688,878,1541,1442
ENSMUSG00000003531,12,21,1,0,1,1,2,0
ENSMUSG00000003534,896,1736,10,15,508,778,573,448
ENSMUSG00000003541,245,369,9,8,741,1341,67,75
ENSMUSG00000003545,0,1,0,0,11,36,23,14
ENSMUSG00000003546,0,0,0,0,0,0,0,0
ENSMUSG00000003549,94,134,16,32,262,383,87,83
ENSMUSG00000003555,3,0,47,49,1,1,15,5
ENSMUSG00000003559,782,931,252,303,338,400,580,537
ENSMUSG00000003573,27,61,6,25,216,308,16,16
ENSMUSG00000003575,98,230,37,66,177,278,75,87
ENSMUSG00000003581,306,471,103,169,1199,1480,210,238
ENSMUSG00000003585,32,28,3610,4023,180,205,1657,1655
ENSMUSG00000003604,325,274,129,125,143,186,134,147
ENSMUSG00000003617,298,643,12028,13336,4060,3890,72,54
ENSMUSG00000003623,7110,9376,5504,8378,498,697,2265,2039
ENSMUSG00000003644,122,214,50,81,624,876,1616,1560
ENSMUSG00000003657,0,0,0,0,1,3,36,42
ENSMUSG00000003660,676,1711,387,579,1120,1683,647,662
ENSMUSG00000003662,941,1112,315,422,566,735,337,289
ENSMUSG00000003665,1,2,0,1,7,15,0,0
ENSMUSG00000003680,584,706,190,217,568,806,414,459
ENSMUSG00000003721,934,1328,2738,3491,846,1069,625,459
ENSMUSG00000003731,1187,1117,557,707,887,669,275,303
ENSMUSG00000003746,1964,2795,1505,1754,930,1242,1546,1337
ENSMUSG00000003752,11,74,8,19,43,41,80,70
ENSMUSG00000003762,115,188,42,61,102,122,68,61
ENSMUSG00000003778,284,807,117,204,876,1205,466,414
ENSMUSG00000003779,4,7,6,0,39,42,71,60
ENSMUSG00000003808,404,591,165,211,539,728,319,280
ENSMUSG00000003809,3631,5336,3112,3244,185,228,168,171
ENSMUSG00000003810,361,838,83,100,360,501,1183,876
ENSMUSG00000003812,59,69,58,95,159,181,25,21
ENSMUSG00000003813,795,842,177,267,554,898,384,323
ENSMUSG00000003814,8648,12307,6923,6157,7726,7863,6326,5613
ENSMUSG00000003824,163,173,101,130,35,41,26,35
ENSMUSG00000003847,595,1601,416,605,1405,1615,649,512
ENSMUSG00000003848,257,373,56,108,304,418,143,214
ENSMUSG00000003849,902,1142,55,56,95,85,304,485
ENSMUSG00000003863,1,7,0,0,6,13,134,113
ENSMUSG00000003865,372,788,23,38,365,453,104,109
ENSMUSG00000003868,321,425,91,143,912,1074,505,450
ENSMUSG00000003872,8,4,0,0,2,6,1,4
ENSMUSG00000003873,234,331,55,87,354,479,154,199
ENSMUSG00000003882,6,19,2,6,449,624,81,70
ENSMUSG00000003923,802,1033,262,374,413,554,616,624
ENSMUSG00000003929,54,130,17,27,121,186,89,45
ENSMUSG00000003934,1,18,1,4,35,35,28,25
ENSMUSG00000003948,144,180,673,717,509,692,324,285
ENSMUSG00000003949,1444,2535,453,407,256,234,87,41
ENSMUSG00000003955,715,895,314,389,446,623,409,470
ENSMUSG00000003970,5438,5665,1649,1796,5564,8046,3796,4447
ENSMUSG00000003974,0,0,0,1,5,5,1,0
ENSMUSG00000003992,230,398,15,52,289,398,41,41
ENSMUSG00000004018,98,144,36,62,104,173,56,64
ENSMUSG00000004031,2,3,0,1,9,16,12,17
ENSMUSG00000004032,2200,2082,63,76,157,173,263,290
ENSMUSG00000004035,126,126,389,486,53,83,209,289
ENSMUSG00000004038,17,4,567,560,17,16,7375,3976
ENSMUSG00000004040,672,1192,973,1067,2888,3780,1585,1293
ENSMUSG00000004043,161,350,63,102,168,281,45,48
ENSMUSG00000004044,195,317,25,44,3497,5110,218,280
ENSMUSG00000004054,447,744,205,249,1018,1513,716,587
ENSMUSG00000004056,981,1364,621,756,1126,1575,490,448
ENSMUSG00000004069,1514,2203,773,788,492,627,494,505
ENSMUSG00000004070,6,5,3,1,8,6,3,2
ENSMUSG00000004071,791,1192,894,879,600,854,822,871
ENSMUSG00000004085,54,196,60,104,584,950,163,182
ENSMUSG00000004096,996,1163,292,391,922,1244,531,556
ENSMUSG00000004098,6,48,201,199,52,74,22,19
ENSMUSG00000004099,115,313,63,74,591,749,331,342
ENSMUSG00000004100,118,190,67,86,296,391,211,252
ENSMUSG00000004105,0,0,0,0,0,0,0,0
ENSMUSG00000004110,3,17,1,1,79,98,40,44
ENSMUSG00000004113,0,6,0,0,15,32,23,13
ENSMUSG00000004127,73,180,40,54,87,121,38,38
ENSMUSG00000004151,240,567,14,7,164,182,40,49
ENSMUSG00000004187,48,234,61,72,181,300,117,121
ENSMUSG00000004207,19320,28557,3374,3221,11081,13823,3996,4265
ENSMUSG00000004221,278,693,494,499,474,707,300,262
ENSMUSG00000004231,180,387,1,1,1,1,0,0
ENSMUSG00000004233,161,336,39,60,148,196,92,99
ENSMUSG00000004263,0,1,0,0,0,0,1,0
ENSMUSG00000004264,1263,1641,576,599,426,520,718,753
ENSMUSG00000004266,395,495,147,186,1447,2151,621,587
ENSMUSG00000004267,9,26,1,0,66,89,19,20
ENSMUSG00000004268,563,692,265,354,628,923,493,648
ENSMUSG00000004270,2403,2969,951,955,734,932,3349,2577
ENSMUSG00000004285,2457,2524,338,442,819,1233,534,532
ENSMUSG00000004296,1,1,0,1,26,20,1,0
ENSMUSG00000004317,906,1729,66,78,187,154,568,356
ENSMUSG00000004319,1454,3239,316,496,762,924,1571,992
ENSMUSG00000004328,4,51,0,3,80,41,7,5
ENSMUSG00000004341,848,908,11,9,2,0,0,1
ENSMUSG00000004344,0,0,0,1,0,0,0,0
ENSMUSG00000004347,19,46,2,4,16,25,28,26
ENSMUSG00000004356,288,921,60,109,167,260,95,91
ENSMUSG00000004359,1,0,9,15,24,38,1,4
ENSMUSG00000004360,1,2,0,0,100,87,8,7
ENSMUSG00000004364,1742,3088,534,760,1417,1867,1242,1026
ENSMUSG00000004366,0,0,0,0,1,0,252,388
ENSMUSG00000004371,4,16,0,1,16,23,8,10
ENSMUSG00000004383,83,202,40,63,236,320,52,62
ENSMUSG00000004393,280,420,152,183,243,367,183,201
ENSMUSG00000004394,1302,1546,340,409,850,1081,1732,1756
ENSMUSG00000004415,20,48,0,0,11,5,1,3
ENSMUSG00000004446,1237,1520,116,198,168,294,209,128
ENSMUSG00000004451,650,734,51,80,592,804,349,324
ENSMUSG00000004455,1026,1441,263,302,889,1163,959,762
ENSMUSG00000004460,1243,1823,776,817,1220,1403,1064,985
ENSMUSG00000004462,316,593,248,351,276,344,223,159
ENSMUSG00000004473,56,70,12,15,216,180,7,3
ENSMUSG00000004500,61,135,16,39,89,135,31,37
ENSMUSG00000004508,133,325,21,35,420,530,197,134
ENSMUSG00000004530,389,637,68,67,687,880,1082,668
ENSMUSG00000004535,3128,5157,916,1418,2824,3626,4352,3197
ENSMUSG00000004540,0,0,0,0,27,22,0,2
ENSMUSG00000004542,0,0,0,0,0,1,1,0
ENSMUSG00000004552,26,29,6,7,122,228,40,166
ENSMUSG00000004558,1609,2417,12774,13512,1318,1592,210,309
ENSMUSG00000004561,110,270,90,127,257,352,201,196
ENSMUSG00000004562,82,205,61,56,407,574,75,56
ENSMUSG00000004565,503,1425,213,361,601,814,741,638
ENSMUSG00000004567,707,1150,261,324,517,734,376,350
ENSMUSG00000004568,372,1025,158,250,880,1390,391,401
ENSMUSG00000004591,546,1336,277,369,962,1132,1137,640
ENSMUSG00000004609,11,36,14,12,360,428,100,100
ENSMUSG00000004610,1,1,0,0,0,0,0,1
ENSMUSG00000004612,7,19,4,7,118,226,117,118
ENSMUSG00000004626,925,1940,238,304,980,1281,1396,1274
ENSMUSG00000004630,0,0,0,0,0,0,0,0
ENSMUSG00000004631,54,85,31,41,657,956,33,44
ENSMUSG00000004633,82,108,58,83,29,37,131,106
ENSMUSG00000004637,166,271,81,141,194,194,101,118
ENSMUSG00000004642,192,308,69,105,371,527,374,361
ENSMUSG00000004651,1,0,0,0,0,0,0,0
ENSMUSG00000004654,1,10,0,0,0,2,3,1
ENSMUSG00000004655,14885,21323,1108,1098,9212,13145,2625,1724
ENSMUSG00000004661,1,0,0,0,0,1,0,0
ENSMUSG00000004665,306,347,77,64,4855,6884,293,394
ENSMUSG00000004667,977,993,186,239,822,1274,500,598
ENSMUSG00000004668,717,2561,1,3,11,12,4,1
ENSMUSG00000004677,94,414,106,181,723,1181,352,276
ENSMUSG00000004698,9,18,21,18,119,144,32,38
ENSMUSG00000004707,0,0,0,0,0,0,0,0
ENSMUSG00000004709,2,19,3,4,110,167,136,114
ENSMUSG00000004730,49,120,188,182,436,401,109,118
ENSMUSG00000004748,300,389,185,221,53,75,232,241
ENSMUSG00000004768,127,274,62,64,205,285,26,42
ENSMUSG00000004771,1800,2160,426,528,1767,2246,1208,958
ENSMUSG00000004788,467,517,106,154,375,508,210,233
ENSMUSG00000004789,5136,8332,1381,1641,1289,1664,3591,3176
ENSMUSG00000004791,3,6,0,0,59,94,4,15
ENSMUSG00000004798,473,955,593,756,940,1082,260,205
ENSMUSG00000004814,2,1,15,23,7,9,59,104
ENSMUSG00000004815,93,548,67,90,93,109,350,137
ENSMUSG00000004821,0,1,0,0,0,0,4,8
ENSMUSG00000004837,85,137,41,36,1619,2047,71,76
ENSMUSG00000004842,1,0,0,0,2,0,4,6
ENSMUSG00000004843,793,922,186,256,882,1176,1649,996
ENSMUSG00000004846,264,493,162,167,807,1112,194,208
ENSMUSG00000004849,780,908,145,196,492,703,791,804
ENSMUSG00000004864,193,200,2,11,210,268,4074,3401
ENSMUSG00000004865,499,926,125,125,662,914,753,712
ENSMUSG00000004872,0,0,0,0,31,0,0,0
ENSMUSG00000004880,191,418,53,62,512,743,322,215
ENSMUSG00000004885,1,3,0,0,0,3,0,1
ENSMUSG00000004891,125,250,13,16,1354,1518,37,38
ENSMUSG00000004892,0,1,0,0,57,50,0,2
ENSMUSG00000004894,0,1,0,0,4,2,0,0
ENSMUSG00000004895,169,191,64,83,202,289,179,189
ENSMUSG00000004896,117,410,75,113,450,598,185,168
ENSMUSG00000004897,3111,3889,1001,1111,1778,2396,1483,1348
ENSMUSG00000004902,3,15,1,3,34,41,1,6
ENSMUSG00000004929,179,278,69,81,165,269,132,146
ENSMUSG00000004931,593,868,259,336,395,585,588,536
ENSMUSG00000004933,5,24,3,6,81,79,89,97
ENSMUSG00000004934,256,375,117,133,333,504,328,272
ENSMUSG00000004936,640,928,362,459,797,1306,1111,803
ENSMUSG00000004937,1120,1431,384,464,780,1113,786,726
ENSMUSG00000004939,0,0,0,0,0,0,0,0
ENSMUSG00000004945,200,239,35,42,79,110,54,35
ENSMUSG00000004947,107,120,27,38,251,383,72,66
ENSMUSG00000004948,0,0,0,0,1,1,0,0
ENSMUSG00000004951,155,204,148,113,1645,1613,104,114
ENSMUSG00000004952,40,95,22,20,387,544,402,403
ENSMUSG00000004961,6,4,1,0,206,263,93,138
ENSMUSG00000004980,32498,10209,20805,27234,32942,12211,6988,6723
ENSMUSG00000004988,476,687,1,0,18,12,0,0
ENSMUSG00000004994,71,168,31,56,187,285,117,94
ENSMUSG00000004996,246,411,162,233,321,459,180,176
ENSMUSG00000005034,821,1441,387,433,1411,2007,294,289
ENSMUSG00000005043,36,82,8,14,52,80,12,5
ENSMUSG00000005045,0,12,1,0,25,26,7,12
ENSMUSG00000005054,794,735,231,315,587,902,374,424
ENSMUSG00000005057,2,11,12,13,89,109,15,14
ENSMUSG00000005069,972,1459,908,997,372,540,456,444
ENSMUSG00000005078,767,874,219,258,526,649,259,212
ENSMUSG00000005087,21,28,73,78,1641,2262,309,309
ENSMUSG00000005089,41,100,1127,1022,54,80,16,14
ENSMUSG00000005102,76,293,38,75,275,440,71,75
ENSMUSG00000005103,1422,1936,333,414,2061,2469,2294,1847
ENSMUSG00000005107,150,389,310,318,55,97,378,319
ENSMUSG00000005124,14,39,9,47,31,63,11,4
ENSMUSG00000005125,18003,19023,71,138,248,236,570,303
ENSMUSG00000005131,43,127,1,7,49,56,4,2
ENSMUSG00000005142,1687,2711,781,729,1418,1976,762,830
ENSMUSG00000005148,39,28,9,7,445,509,2896,2007
ENSMUSG00000005150,229,408,108,134,197,305,150,149
ENSMUSG00000005161,2987,3137,1013,1209,1502,2107,2147,2149
ENSMUSG00000005198,334,1155,260,273,1305,1842,1059,884
ENSMUSG00000005202,2,6,0,0,0,0,0,0
ENSMUSG00000005204,513,916,223,286,911,1248,470,430
ENSMUSG00000005220,35,116,1,3,31,45,0,5
ENSMUSG00000005225,564,1046,181,217,261,286,441,336
ENSMUSG00000005232,3,4,3,16,0,0,0,0
ENSMUSG00000005233,404,466,27,56,120,167,213,169
ENSMUSG00000005237,3,30,8,5,176,207,127,158
ENSMUSG00000005251,225,428,59,32,209,333,366,290
ENSMUSG00000005262,415,949,367,394,715,923,399,337
ENSMUSG00000005267,11,71,2,8,109,197,27,25
ENSMUSG00000005268,14,38,146,166,0,1,162,89
ENSMUSG00000005299,3181,3261,750,1007,771,1112,2378,2334
ENSMUSG00000005312,1424,2735,899,1000,1181,1577,1216,1041
ENSMUSG00000005320,398,840,252,317,252,441,23,30
ENSMUSG00000005338,3,6,15,24,19,23,22,20
ENSMUSG00000005339,0,0,1,0,3,8,2,2
ENSMUSG00000005354,3721,4055,1553,1763,1090,1543,1571,1790
ENSMUSG00000005355,0,0,0,0,0,0,0,0
ENSMUSG00000005357,2,1,1,3,7,4,0,3
ENSMUSG00000005360,19,50,6,5,362,544,89,144
ENSMUSG00000005362,146,373,68,76,133,154,163,63
ENSMUSG00000005364,69,64,0,0,22,40,6,1
ENSMUSG00000005370,262,390,108,136,260,418,173,147
ENSMUSG00000005371,568,941,337,452,1478,1783,562,413
ENSMUSG00000005373,572,2907,2902,3381,76,63,2617,2077
ENSMUSG00000005374,141,278,79,102,233,265,211,239
ENSMUSG00000005378,479,615,224,293,487,715,506,523
ENSMUSG00000005397,230,663,111,142,1413,1777,232,214
ENSMUSG00000005410,73,96,20,26,277,399,368,369
ENSMUSG00000005413,430,451,115,170,458,491,27,19
ENSMUSG00000005417,634,2104,417,444,2412,3078,579,425
ENSMUSG00000005442,238,569,153,194,848,1303,345,309
ENSMUSG00000005447,116,125,12,21,229,289,356,390
ENSMUSG00000005465,7,18,19,11,214,289,26,37
ENSMUSG00000005469,597,903,261,273,591,803,395,346
ENSMUSG00000005470,16,18,4,4,93,120,137,111
ENSMUSG00000005474,0,0,0,0,0,0,1,0
ENSMUSG00000005481,361,534,106,138,484,722,636,579
ENSMUSG00000005483,749,1207,236,246,1055,1568,636,657
ENSMUSG00000005493,2,1,0,0,1,1,2,4
ENSMUSG00000005501,261,739,330,454,413,586,627,541
ENSMUSG00000005503,0,0,0,0,0,0,0,0
ENSMUSG00000005505,73,98,29,45,43,61,33,22
ENSMUSG00000005506,1779,1848,1114,1491,2295,2032,1474,1111
ENSMUSG00000005510,2752,3255,778,810,565,796,1014,1074
ENSMUSG00000005514,3290,5265,2656,1424,2888,3555,2526,1669
ENSMUSG00000005533,816,3036,21,41,773,1155,130,94
ENSMUSG00000005534,333,1249,568,610,524,801,530,449
ENSMUSG00000005540,7,3,3,9,619,1091,45,39
ENSMUSG00000005547,795,1466,5026,2981,792,611,7,1
ENSMUSG00000005553,291,633,10,26,0,1,8,7
ENSMUSG00000005566,784,1249,466,530,1197,1699,922,944
ENSMUSG00000005575,1416,1603,314,333,819,1114,913,955
ENSMUSG00000005580,85,231,151,196,130,140,101,61
ENSMUSG00000005583,148,128,85,96,516,838,60,68
ENSMUSG00000005609,448,976,140,242,515,649,370,290
ENSMUSG00000005610,12170,15868,6443,8152,11249,9903,5423,4363
ENSMUSG00000005611,28,123,13,12,103,139,113,135
ENSMUSG00000005615,954,1847,459,507,688,900,2020,1242
ENSMUSG00000005621,264,810,235,267,639,857,507,432
ENSMUSG00000005625,1629,1489,766,924,1287,1868,1052,1054
ENSMUSG00000005628,0,12,4,4,26,40,24,26
ENSMUSG00000005640,0,0,0,0,0,0,0,0
ENSMUSG00000005649,0,0,0,0,0,0,0,0
ENSMUSG00000005656,1875,2140,135,185,921,1196,806,721
ENSMUSG00000005667,102,97,7,37,170,170,191,165
ENSMUSG00000005672,64,216,41,41,1414,2033,123,94
ENSMUSG00000005674,159,210,29,37,66,99,53,44
ENSMUSG00000005677,0,0,98,182,0,0,87,81
ENSMUSG00000005681,196,90,44890,58085,135,115,46,40
ENSMUSG00000005682,120,617,190,301,624,832,551,383
ENSMUSG00000005683,3281,4993,916,1023,1379,1952,8866,6256
ENSMUSG00000005686,15,115,0,0,57,76,38,22
ENSMUSG00000005687,610,671,143,226,707,841,359,379
ENSMUSG00000005696,1,2,0,0,32,52,3,6
ENSMUSG00000005698,1090,988,518,619,1294,1277,545,453
ENSMUSG00000005699,88,104,29,41,92,126,28,26
ENSMUSG00000005705,14,59,7,10,33,30,13,5
ENSMUSG00000005716,210,216,0,0,14,9,0,0
ENSMUSG00000005718,27,69,19,21,57,101,91,62
ENSMUSG00000005732,286,298,77,159,470,584,324,495
ENSMUSG00000005763,4,17,2,10,183,242,49,41
ENSMUSG00000005774,18,63,6,16,40,51,14,5
ENSMUSG00000005779,2657,2644,1088,1233,1502,2097,1550,1669
ENSMUSG00000005800,0,0,1,1,52,137,1,0
ENSMUSG00000005802,215,491,81,115,302,390,1426,664
ENSMUSG00000005803,2406,2630,1649,2024,622,872,1235,1183
ENSMUSG00000005804,552,842,148,167,532,595,509,435
ENSMUSG00000005813,721,1138,264,369,445,642,529,487
ENSMUSG00000005823,346,636,263,319,844,1156,503,456
ENSMUSG00000005824,4,6,2,1,34,43,4,13
ENSMUSG00000005836,9,16,65,90,375,557,1101,884
ENSMUSG00000005846,461,640,195,354,630,866,473,432
ENSMUSG00000005864,0,0,1,0,17,32,0,1
ENSMUSG00000005871,189,811,120,180,853,1131,493,363
ENSMUSG00000005873,2312,2580,186,183,2129,2732,240,275
ENSMUSG00000005881,2170,2791,604,724,1364,1752,1574,1425
ENSMUSG00000005882,949,1201,274,362,351,492,361,362
ENSMUSG00000005883,1,5,1,0,14,13,3,8
ENSMUSG00000005886,547,1046,400,580,716,771,400,325
ENSMUSG00000005891,0,0,0,0,0,0,0,0
ENSMUSG00000005892,0,0,0,0,0,0,0,0
ENSMUSG00000005893,201,611,124,168,331,266,266,70
ENSMUSG00000005897,90,190,129,138,234,321,201,145
ENSMUSG00000005899,265,468,76,136,411,617,250,288
ENSMUSG00000005907,161,483,123,250,100,124,105,82
ENSMUSG00000005917,1,1,0,0,28,26,0,0
ENSMUSG00000005936,358,702,228,282,782,1084,339,289
ENSMUSG00000005947,39,63,6,11,124,133,248,220
ENSMUSG00000005949,287,624,146,166,310,420,254,208
ENSMUSG00000005950,104,183,3,0,74,80,5,2
ENSMUSG00000005951,231,425,413,463,80,89,305,277
ENSMUSG00000005952,0,1,0,0,0,1,2,0
ENSMUSG00000005958,38,101,6,4,485,558,111,83
ENSMUSG00000005968,298,487,48,91,320,508,639,341
ENSMUSG00000005973,119,221,72,88,963,1142,126,125
ENSMUSG00000005980,11122,10976,13,35,50,44,3244,3331
ENSMUSG00000005981,4096,5260,1560,1832,884,1147,942,985
ENSMUSG00000005982,0,0,0,0,0,0,0,0
ENSMUSG00000005983,0,0,0,0,0,0,0,0
ENSMUSG00000005986,7,34,2,4,85,156,11,16
ENSMUSG00000005994,0,0,0,0,1,1,0,0
ENSMUSG00000006005,464,1517,307,494,1160,1242,629,458
ENSMUSG00000006007,0,0,0,0,0,0,0,0
ENSMUSG00000006010,807,1686,330,489,776,829,520,359
ENSMUSG00000006014,1,3,178,224,40,16,5,2
ENSMUSG00000006019,110,271,58,70,175,268,85,89
ENSMUSG00000006021,172,337,105,121,209,294,127,150
